displayName,id,groupType,membershipType,mail,source,mailEnabled,onPremisesSyncEnabled
KCEC700417.昆山IB课程处,9a772be3-79cb-40c7-af58-8acb537f07f8,Mail enabled security,assigned,KCEC700118@kcisec.com,Windows Server AD,True,True
KCEC70041701.昆山IB课程处IB教学组,b059c6de-73b1-4b8c-840b-c376b5d1f219,Mail enabled security,assigned,KCEC70011803@kcisec.com,Windows Server AD,True,True
KCEC70041702.昆山IB课程处图书组,f7c1c2ae-6f42-42ba-9758-d687cf02c8b3,Mail enabled security,assigned,KCEC70011804@kcisec.com,Windows Server AD,True,True
KCEC7008.昆山招生处,1a141d25-8211-4244-a462-bb0a40306267,Mail enabled security,assigned,KCEC7008@kcisec.com,Windows Server AD,True,True
KCEC700803.昆山招生处上海招办,e1e39a47-6673-41c5-b591-5bdd63fa7eb8,Mail enabled security,assigned,KCEC700803@kcisec.com,Windows Server AD,True,True
KCEC700804.昆山招生处苏锡常招办,9d252ebf-e44c-4050-84a7-5c4392a33188,Mail enabled security,assigned,KCEC700804@kcisec.com,Windows Server AD,True,True
KCEC700805.昆山招生处宁杭招办,eed8c442-9790-431d-a358-38917c16221f,Mail enabled security,assigned,KCEC700805@kcisec.com,Windows Server AD,True,True
KCEC700806.昆山招生处企划组,e6fafeb6-613e-4485-8191-2946e8a8870c,Mail enabled security,assigned,KCEC700806@kcisec.com,Windows Server AD,True,True
KCEC700807.昆山招生处校本部小学组,a206b9c8-74f4-4de9-91e7-adeeb3ba973a,Mail enabled security,assigned,KCEC700807@kcisec.com,Windows Server AD,True,True
KCEC700808.昆山招生处校本部中学组,646f3a25-7c45-4116-8ae9-d760c8ca9c7c,Mail enabled security,assigned,KCEC700808@kcisec.com,Windows Server AD,True,True
KCECC.昆山组长,7571a9e6-2363-443d-b0e2-4ad760130fd3,Mail enabled security,assigned,KCECC@kcisec.com,Windows Server AD,True,True
KCECC01.昆山中学部组长,62a28999-6075-467d-b62a-3e0ddd19e49f,Mail enabled security,assigned,KCECC01@kcisec.com,Windows Server AD,True,True
KCECC02.昆山小学部组长,bbe1a8e0-92f9-41f0-ba08-d724507eaa05,Mail enabled security,assigned,KCECC02@kcisec.com,Windows Server AD,True,True
KCECC03.昆山直属部组长,5f14f388-c49a-4444-9a65-f4a4803d70f6,Mail enabled security,assigned,KCECC03@kcisec.com,Windows Server AD,True,True
KCECCT.昆山中籍教师群,36094789-6ab0-48ce-a127-dd28851a6744,Mail enabled security,assigned,KCECCT@kcisec.com,Windows Server AD,True,True
KCECEDR.昆山工程日报群,156b8419-4e6e-49c8-8f1c-515432fb921c,Mail enabled security,assigned,KCECEDR@kcisec.com,Windows Server AD,True,True
KCECFT.昆山外籍人员群,7d32c7e3-6c37-4c45-9e49-851f63659d0e,Mail enabled security,assigned,KCECF@kcisec.com,Windows Server AD,True,True
KCECG.康橋昆山校區基层人员,0d12c3a0-5b75-483c-bf38-2dab13e9758b,Mail enabled security,assigned,KCECG@kcisec.com,Windows Server AD,True,True
KCECM.昆山主管,e3570882-5a32-44c3-9058-7764eb40f25b,Mail enabled security,assigned,KCECM@kcisec.com,Windows Server AD,True,True
KCECM01.昆山中学部主管,7061d4ab-6b76-4818-8ee1-9a7d7f49dc8b,Mail enabled security,assigned,KCECM01@kcisec.com,Windows Server AD,True,True
KCECM02.昆山小学部主管,fa3d65c9-6a1f-4302-b0de-aeedae9b5abc,Mail enabled security,assigned,KCECM02@kcisec.com,Windows Server AD,True,True
KCECM03.昆山直属部主管,bad2b755-75a2-48fb-a210-63edd8a3f5f5,Mail enabled security,assigned,KCECM03@kcisec.com,Windows Server AD,True,True
KCECTW.昆山台籍外派同仁,665b3f3a-d17e-49f3-a802-92d57a5a74ad,Mail enabled security,assigned,KCECTW@kcisec.com,Windows Server AD,True,True
KCHC10.新竹校長室,f4a18177-e6bd-4cc8-b70b-0ceedcb70b4e,Mail enabled security,assigned,KCHC10@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC100101.新竹人事組,4c30680d-19a3-4cae-af5b-d493686b543d,Mail enabled security,assigned,KCHC100101@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC100102.新竹會計組,3a784ed5-a89f-44bf-be50-9471597d5840,Mail enabled security,assigned,KCHC100102@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1010.新竹教務處,7bcfd7ea-796a-4eda-84e4-ed1cfa5a716d,Mail enabled security,assigned,KCHC1010@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC101001.新竹教務處國小教學組,4f404fcc-ee46-470f-835a-cf8e8671d9b4,Mail enabled security,assigned,KCHC101001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC101002.新竹教務處國中教學組,fb6767b7-6dc2-4ab2-895c-e11322c6d384,Mail enabled security,assigned,KCHC101002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC101003.新竹教務處課研組,aeddc737-5d18-424c-b04c-61b41c0dd5be,Mail enabled security,assigned,KCHC101003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC101005.新竹教務處課務組,06a577dd-2783-408d-9199-29bae1fd6b6d,Mail enabled security,assigned,KCHC101005@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC101006.新竹教務處招生組,a5960c3d-597e-443f-8a1e-bf878de1e87c,Mail enabled security,assigned,KCHC101006@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1020.新竹學務處,bb22b20f-4ac6-444e-91f1-df4e05bdd3bf,Mail enabled security,assigned,KCHC1020@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC102001.新竹學務處生教組,27354a17-341e-4657-b028-b730dfa18620,Mail enabled security,assigned,KCHC102001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC102002.新竹學務處訓育組,e6b7791e-f603-41f2-abff-0733007555b9,Mail enabled security,assigned,KCHC102002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC102003.新竹學務處輔導組,ac06cbd1-bcc2-4ae9-abbe-2e2c8239e831,Mail enabled security,assigned,KCHC102003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC102005.新竹學務處體育組,70b77854-ec0e-4a47-ba2d-1a5d3ccfc352,Mail enabled security,assigned,KCHC102004@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1030.新竹國際處,5a776d57-9a7f-420a-8fe1-8a767ccdb17a,Mail enabled security,assigned,KCHC1030@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103001.新竹國際處中師教學組,03f81853-0eec-46f2-9924-138657fc8fd7,Mail enabled security,assigned,KCHC103001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103002.新竹國際處小學中師課研組,a2a87912-bb50-4793-a94e-7719d523d38a,Mail enabled security,assigned,KCHC103002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103003.新竹國際處活動發展組,26226d43-e7c8-4c05-8820-491b3c3696ca,Mail enabled security,assigned,KCHC103003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103005.新竹國際處小學外師教學組,dad4e1a7-5922-41f6-83be-c4d148ce4058,Mail enabled security,assigned,KCHC103005@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103006.新竹國際處中學外師教學組,3d910174-d672-4f60-ab0e-78ec5f2f9607,Mail enabled security,assigned,KCHC103006@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103007.新竹國際處小學外師課研組,c1779d27-ba65-4d62-bcf0-9d58722f95c0,Mail enabled security,assigned,KCHC103007@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC103008.新竹國際處中學外師課研組,1593371a-28d1-4258-84d2-a6536617d51d,Mail enabled security,assigned,KCHC103008@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1050.新竹推廣中心,27afd89d-2656-464c-b9bf-69cfd16ddfb4,Mail enabled security,assigned,KCHC1050@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC105001.新竹推廣中心活動組,99cfdf2f-2d65-4fb8-95e2-99d660c307ae,Mail enabled security,assigned,KCHC105001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC105002.新竹推廣中心藝文組,d0c721a5-459a-450b-aa3e-575b95a2024a,Mail enabled security,assigned,KCHC105002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC105003.新竹推廣中心探索組,bc1da894-7648-4d9c-b4e7-4165f0394534,Mail enabled security,assigned,KCHC105003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC105005.新竹推廣中心交通組,55daa27e-b7dd-461d-ae23-f363e4f33d9d,Mail enabled security,assigned,KCHC105005@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1060.新竹科技學習中心,641529c1-3bf0-4971-a592-153f513cfd59,Mail enabled security,assigned,KCHC1060@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC106001.新竹科技學習中心資訊組,881485f2-9b04-4821-8d1d-62a9888bb41e,Mail enabled security,assigned,KCHC106001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC106002.新竹科技學習中心圖書組,40e31722-d46a-4ce3-8dea-452c40554e21,Mail enabled security,assigned,KCHC106002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1070.新竹總務部,b4a66a82-936b-4402-b201-bc1da6196a64,Mail enabled security,assigned,KCHC1070@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC107001.新竹總務部事務組,b5ad8d3f-bf0a-4c9b-acc0-0444a41fe057,Mail enabled security,assigned,KCHC107001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC107002.新竹總務部行政組,7d5984b5-f02f-49d9-baa9-71c257c28f81,Mail enabled security,assigned,KCHC107002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC107003.新竹總務部新工營繕組,f2575581-fd79-42b2-b3c8-4355bac735ae,Mail enabled security,assigned,KCHC107003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC1080.幼兒園_(新竹),c057f534-754a-4b7f-8a77-9247e8d0e690,Mail enabled security,assigned,KCHC1080@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC108001.新竹幼兒園教務組,048ac014-c8bd-49cd-b0c8-b0656b146432,Mail enabled security,assigned,KCHC108001@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC108002.新竹幼兒園保育組,3496ba7d-fc8a-4c48-b189-32fafda44f64,Mail enabled security,assigned,KCHC108002@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC108003.新竹幼兒園行政組,e6a838e1-9eed-49f7-a0be-2156dff9bd44,Mail enabled security,assigned,KCHC108003@kcis.hc.edu.tw,Windows Server AD,True,True
KCHC108005.新竹學前課研中心,b87d5a9d-b8af-406d-a468-0a8e18badc2b,Mail enabled security,assigned,KCHC108004@kcis.hc.edu.tw,Windows Server AD,True,True
KCHF7009.合肥校区,0866b468-80c7-471d-a90c-853ca0b2854a,Mail enabled security,assigned,KCHF7009@kcishf.com,Windows Server AD,True,True
KCHF700901.合肥校区校长办公室,9443fe8d-e5df-4068-ae4f-77430a5a8bea,Mail enabled security,assigned,KCHF700901@kcishf.com,Windows Server AD,True,True
KCHF700902.合肥招生处,8299d13c-a319-4926-b53e-079203fa8445,Mail enabled security,assigned,KCHF700902@kcishf.com,Windows Server AD,True,True
KCHF70090202.合肥招生处企划组,7b960a82-0b7c-4d77-a73a-3a7705a11071,Mail enabled security,assigned,KCHF70090202@kcishf.com,Windows Server AD,True,True
KCHF70090203.合肥招生处招生一组,a537b693-ca06-4400-b20e-286041b4eb0a,Mail enabled security,assigned,KCHF70090203@kcishf.com,Windows Server AD,True,True
KCHF70090204.合肥招生处招生二组,0487d395-9f19-4e51-a57b-fdb28246d52d,Mail enabled security,assigned,KCHF70090204@kcishf.com,Windows Server AD,True,True
KCHF700905.合肥会计组,7d1415a5-92d0-47d3-94c4-5bc21fbcd8b9,Mail enabled security,assigned,KCHF700905@kcishf.com,Windows Server AD,True,True
KCHF700909.合肥中籍人事组,1c6e59fd-c290-4db6-8d93-f8fecaa9d43d,Mail enabled security,assigned,KCHF700909@kcishf.com,Windows Server AD,True,True
KCHF700916.合肥总务处,fcb68fd7-4a48-4f54-b495-2ee63f57b58b,Mail enabled security,assigned,KCHF700916@kcishf.com,Windows Server AD,True,True
KCHF70091601.合肥总务处行政组,8756a9a0-0d4a-4e41-90e0-b00b3c5fde86,Mail enabled security,assigned,KCHF70091601@kcishf.com,Windows Server AD,True,True
KCHF70091602.合肥总务处事务组,4525f11f-cc8a-4779-b173-fe74eb7cccaa,Mail enabled security,assigned,KCHF70091602@kcishf.com,Windows Server AD,True,True
KCHF700922.合肥小学部,d5650823-4f34-4d5b-b5f5-dc9f48bccab3,Mail enabled security,assigned,KCHF700922@kcishf.com,Windows Server AD,True,True
KCHF70092201.合肥小学部教导处,c6665e87-5577-49b6-88ab-d37dd1b663e2,Mail enabled security,assigned,KCHF70092201@kcishf.com,Windows Server AD,True,True
KCHF7009220109.合肥小学部教导处教学组,d73a1311-bb6f-45df-a995-36d70e435236,Mail enabled security,assigned,KCHF7009220109@kcishf.com,Windows Server AD,True,True
KCHF7009220110.合肥小学部教导处课研图书组,a94d74f4-5899-483a-bab4-159972753b25,Mail enabled security,assigned,KCHF7009220110@kcishf.com,Windows Server AD,True,True
KCHF7009220111.合肥小学部教导处德辅组,069366f6-db2a-42d2-be6d-e09eab1f2ea9,Mail enabled security,assigned,KCHF7009220111@kcishf.com,Windows Server AD,True,True
KCHF7009220112.合肥小学部教导处活动组,bb670c8c-7d6c-4543-b2ca-a1db7dcf11df,Mail enabled security,assigned,KCHF7009220112@kcishf.com,Windows Server AD,True,True
KCHF70092202.合肥小学部英语学习中心,e5417efb-818a-4258-a4ae-6133db9cca0f,Mail enabled security,assigned,KCHF70092202@kcishf.com,Windows Server AD,True,True
KCHF7009220202.合肥小学部英语学习中心教学一组,71cedaa5-7cfd-48f9-9861-4e96e2b91b02,Mail enabled security,assigned,KCHF7009220202@kcishf.com,Windows Server AD,True,True
KCHF7009220203.合肥小学部英语学习中心教学二组,35002834-5df5-4397-ad0c-d1ea3b7764a6,Mail enabled security,assigned,KCHF7009220203@kcishf.com,Windows Server AD,True,True
KCHF70092203.合肥小学部幼儿园,a86144b9-d709-4b7d-8af6-66df624c7a29,Mail enabled security,assigned,KCHF70092203@kcishf.com,Windows Server AD,True,True
KCHF7009220301.合肥小学部幼儿园行政组,07c2bed2-4ec0-487b-8f39-5da3249371c6,Mail enabled security,assigned,KCHF7009220301@kcishf.com,Windows Server AD,True,True
KCHF7009220302.合肥小学部幼儿园教学组,5143d1c4-f6d4-480b-a369-960cfa6e4799,Mail enabled security,assigned,KCHF7009220302@kcishf.com,Windows Server AD,True,True
KCHF7009220303.合肥小学部幼儿园保健组,1c876fd5-04fb-4670-84cd-08f2ab90209b,Mail enabled security,assigned,KCHF7009220303@kcishf.com,Windows Server AD,True,True
KCHF700923.合肥中学部,5af6864a-9067-4871-b1c6-b56c3698bc8f,Mail enabled security,assigned,KCHF700923@kcishf.com,Windows Server AD,True,True
KCHF70092303.合肥中学部初中教务处,51152b56-d948-4972-bc79-8704876b30a3,Mail enabled security,assigned,KCHF70092303@kcishf.com,Windows Server AD,True,True
KCHF7009230301.合肥中学部初中教务处教学组,dac75f69-551d-46c3-a094-4b7dfc0d85ac,Mail enabled security,assigned,KCHF7009230301@kcishf.com,Windows Server AD,True,True
KCHF7009230303.合肥中学部初中教务处学艺组,fb684c8e-1b9c-44dd-b4d7-8ff477af8e23,Mail enabled security,assigned,KCHF7009230303@kcishf.com,Windows Server AD,True,True
KCHF70092304.合肥中学部高中教务一处,3a069ac7-e274-4741-bb80-59473a57a597,Mail enabled security,assigned,KCHF70092304@kcishf.com,Windows Server AD,True,True
KCHF7009230402.合肥中学部高中教务一处学艺组,89773566-6fc2-449c-bdf1-f14e687978b6,Mail enabled security,assigned,KCHF7009230402@kcishf.com,Windows Server AD,True,True
KCHF7009230403.合肥中学部高中教务一处教学组,641508b0-9b98-4f2b-ba1e-b85dc2a5fe12,Mail enabled security,assigned,KCHF7009230403@kcishf.com,Windows Server AD,True,True
KCHF7009230404.合肥中学部高中教务一处升学组,d9e2bb11-1ab4-41d3-b8d3-b4192bec6e8a,Mail enabled security,assigned,KCHF7009230404@kcishf.com,Windows Server AD,True,True
KCHF70092305.合肥中学部高中教务二处,3b3411a8-e7bd-482e-a46e-66b72bc1e6a6,Mail enabled security,assigned,KCHF70092305@kcishf.com,Windows Server AD,True,True
KCHF7009230501.合肥中学部高中教务二处教学一组,fcb0c7d9-9375-4504-b4a8-2755b5c6ae1f,Mail enabled security,assigned,KCHF7009230501@kcishf.com,Windows Server AD,True,True
KCHF7009230502.合肥中学部高中教务二处教学二组,6513256a-82c8-4b91-a6d2-7d8679530fd1,Mail enabled security,assigned,KCHF7009230502@kcishf.com,Windows Server AD,True,True
KCHF70092306.合肥中学部中学德育处,de437c1a-0270-4108-aa7c-9ea25e049fd7,Mail enabled security,assigned,KCHF70092306@kcishf.com,Windows Server AD,True,True
KCHF7009230601.合肥中学部中学德育处德辅组,a235831b-0de9-426c-8c12-db7a7bad93b2,Mail enabled security,assigned,KCHF7009230601@kcishf.com,Windows Server AD,True,True
KCHF7009230602.合肥中学部中学德育处舍务组,5cb141d9-e05d-4e3b-9f58-8d28e15bd050,Mail enabled security,assigned,KCHF7009230602@kcishf.com,Windows Server AD,True,True
KCHF7009230605.合肥中学部中学德育处体育组,4ed43a81-9ea1-4e99-a082-5ec39d5b604e,Mail enabled security,assigned,KCHF7009230605@kcishf.com,Windows Server AD,True,True
KCHF7009230606.合肥中学部中学德育处活动组,111f5e9a-30d9-47e8-bbbd-efe82f74cbc6,Mail enabled security,assigned,KCHF7009230606@kcishf.com,Windows Server AD,True,True
KCHF700926.合肥资讯组,90c42bc1-7af6-4d89-87f8-3112826e5c48,Mail enabled security,assigned,KCHF700926@kcishf.com,Windows Server AD,True,True
KCHFC.合肥組長,292ffc8a-c89c-4158-be05-7119cba2b9b8,Mail enabled security,assigned,CKCHF@kcishf.com,Windows Server AD,True,True
KCHFM.合肥主管(合肥一級主管),ce5a4f4b-e487-4265-94ed-6b9dbc24a17c,Mail enabled security,assigned,KCHFM@kcishf.com,Windows Server AD,True,True
KCQS10.青山校長室,a23c4491-893d-480e-a5e1-db7a47b3799b,Mail enabled security,assigned,KCQS10@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS100101.青山校長室人會組,899b4fc4-1659-4666-8870-a1379977946a,Mail enabled security,assigned,KCQS100101@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1010.青山教務處,4d24f88f-1b3d-4da0-b940-766c7de1cb2e,Mail enabled security,assigned,KCQS1010@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS101001.青山教務處教學組,6d32df83-c5ad-4adf-bb36-c34f4c1193d2,Mail enabled security,assigned,KCQS101001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS101002.青山教務處課研組,d3edc110-9105-4e45-b7d2-08a75f98c821,Mail enabled security,assigned,KCQS101002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS101003.青山教務處課務組,1578e794-48bd-423e-87f4-20ad6cba7eb5,Mail enabled security,assigned,KCQS101003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS101004.青山教務處招生組,2fcc5a35-542c-4ea0-ae76-82f708417b8e,Mail enabled security,assigned,KCQS101004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1020.青山國際處,093a22a0-3cbe-48c4-9c31-03b5f3c5d16b,Mail enabled security,assigned,KCQS1020@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS102001.青山國際處中師教學組,fcc8a546-4a12-430c-84f9-1455479e8557,Mail enabled security,assigned,KCQS102001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS102002.青山國際處中師課研組,e5efa25f-9a38-441d-9812-a3ba265097c3,Mail enabled security,assigned,KCQS102002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS102003.青山國際處外師教學組,a0a803bb-c9d4-442d-bc67-72fbe793d3e5,Mail enabled security,assigned,KCQS102003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS102004.青山國際處外師課研組,c351a411-24cc-4ea0-aeeb-4039b4614cd2,Mail enabled security,assigned,KCQS102004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS102005.青山國際處活動交流組,b3573028-8f3c-4526-b9ec-bd0655ff5c20,Mail enabled security,assigned,KCQS102005@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1030.青山學務處,2ea54819-5280-48da-8977-903cb3a51d18,Mail enabled security,assigned,KCQS1030@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS103001.青山學務處生教組,5bd0f64c-fd1b-40b6-a222-d5d35732b448,Mail enabled security,assigned,KCQS103001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS103002.青山學務處訓育組,e2383337-0c05-42d5-9cca-1a81c6337a2c,Mail enabled security,assigned,KCQS103002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS103003.青山學務處輔導組,c38b5aa5-7802-4251-9db2-57b03e039ed7,Mail enabled security,assigned,KCQS103003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS103004.青山學務處體育組,ee4c616d-9247-4999-acd4-f7066ebef5f3,Mail enabled security,assigned,KCQS103004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS103005.青山學務處交通組,03838823-489f-4dd1-be52-53e457530767,Mail enabled security,assigned,KCQS103005@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1040.青山推廣中心,9b665cc9-84d5-4412-ace1-95d7c17160d6,Mail enabled security,assigned,KCQS1040@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS104001.青山推廣中心藝文組,46c5e1c3-a77c-46ac-bf9f-970c2971ee02,Mail enabled security,assigned,KCQS104001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS104002.青山推廣中心活動組,ad6c12af-0461-43df-9b50-714f65343655,Mail enabled security,assigned,KCQS104002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS104003.青山推廣中心探索組,32e3efe1-9896-4cdc-9ef0-076a3015acf7,Mail enabled security,assigned,KCQS104003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1050.青山總務部,e0ac25bb-a0b7-41c1-b2b2-a348144fa5b1,Mail enabled security,assigned,KCQS1050@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS105001.青山總務部事務組,8517d757-981c-4b20-8d14-e99932d6be58,Mail enabled security,assigned,KCQS105001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS105002.青山總務部行政組,cf9af144-3596-4315-807a-a3446b357325,Mail enabled security,assigned,KCQS105002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS105003.青山總務部採購組,f050a52e-21fd-4ae7-9964-f16590d1b538,Mail enabled security,assigned,KCQS105003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS105004.青山總務部警衛,47667ebc-d9ad-4382-bb85-17bdda76c1dc,Mail enabled security,assigned,KCQS105004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1060.青山資源中心,3a944825-9003-413d-85f8-f01c2f97a5ff,Mail enabled security,assigned,KCQS1060@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS106001.青山資源中心資訊組,340c5895-fd98-4035-ba9c-830a7531a13f,Mail enabled security,assigned,KCQS106001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS106002.青山資源中心圖書組,7797e3e2-7662-4e9a-94d4-bd820520895b,Mail enabled security,assigned,KCQS106002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS1070.幼兒園_(青山),f6894625-ae78-401d-b18d-cf0d366ddef2,Mail enabled security,assigned,KCQS1070@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS107001.幼兒園_(青山)教務組,6e04cb02-7024-4b4a-8524-35432a9651a0,Mail enabled security,assigned,KCQS107001@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS107002.幼兒園_(青山)保育組,b42f693e-0e3f-4ba2-b27a-a941c0e30a27,Mail enabled security,assigned,KCQS107002@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS107003.幼兒園_(青山)行政組,ad206567-77f4-4842-a160-c02cb002a612,Mail enabled security,assigned,KCQS107003@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS107004.幼兒園_(青山)Curriculum Development Center,9de3ef94-99df-42bc-a179-0cc4c223a165,Mail enabled security,assigned,KCQS107004@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCQS107005.幼兒園_(青山)司機導護,9ed37f60-4dd5-46b2-b907-8a959772ca1b,Mail enabled security,assigned,KCQS107005@kcis.ntpc.edu.tw,Windows Server AD,True,True
KCTZ7012.台州校区,de6cb5ad-3c6c-49a8-ac60-6e21a2d725f8,Mail enabled security,assigned,KCTZ7012@kcistz.com,Windows Server AD,True,True
KCTZ701201.台州校长室,812d5ad4-4140-4dfb-9d04-3ce16498fadf,Mail enabled security,assigned,KCTZ701201@kcistz.com,Windows Server AD,True,True
KCTZ701202.台州总务处,e546b2fd-b2c7-4c10-9ef2-7a5d6494b82b,Mail enabled security,assigned,KCTZ701202@kcistz.com,Windows Server AD,True,True
KCTZ70120202.台州总务处事务组,00c6774f-2535-473f-a9e2-8ef8fd864174,Mail enabled security,assigned,KCTZ70120202@kcistz.com,Windows Server AD,True,True
KCTZ70120203.台州总务处行政组,ccb06b6b-cb47-470f-bd1b-3fccc09dd118,Mail enabled security,assigned,KCTZ70120203@kcistz.com,Windows Server AD,True,True
KCTZ70120204.台州总务处采购组,ed04865a-c39b-44ea-b7b2-a991f0f2f592,Mail enabled security,assigned,KCTZ70120204@kcistz.com,Windows Server AD,True,True
KCTZ701203.台州会计组,c1e5fa58-1903-4b0a-b580-a79fe2587177,Mail enabled security,assigned,KCTZ701203@kcistz.com,Windows Server AD,True,True
KCTZ701205.台州中籍人事组,c339fad6-bd98-4ee1-bc4c-1e57ccd18067,Mail enabled security,assigned,KCTZ701205@kcistz.com,Windows Server AD,True,True
KCTZ701206.台州资讯组,892dbe16-ce55-49f0-a002-7180e299962f,Mail enabled security,assigned,KCTZ701206@kcistz.com,Windows Server AD,True,True
KCTZ701207.台州招生处,4972afd9-8236-4b30-8f51-88daaf156125,Mail enabled security,assigned,KCTZ701207@kcistz.com,Windows Server AD,True,True
KCTZ70120701.台州招生处企划组,3039e991-866f-421d-bda8-0bf831627330,Mail enabled security,assigned,KCTZ70120701@kcistz.com,Windows Server AD,True,True
KCTZ70120702.台州招生处招生一组,192de5e6-e778-4328-ba8d-e80fc268b3a8,Mail enabled security,assigned,KCTZ70120702@kcistz.com,Windows Server AD,True,True
KCTZ70120703.台州招生处招生二组,121247cb-b721-446c-a9fb-47b2d7b4789c,Mail enabled security,assigned,KCTZ70120703@kcistz.com,Windows Server AD,True,True
KCTZ701210.台州小学部,6bed2eb1-e10f-4745-9f97-888c123fa414,Mail enabled security,assigned,KCTZ701210@kcistz.com,Windows Server AD,True,True
KCTZ70121001.台州小学部幼儿园,8805591e-b0a9-42e5-aa1c-be0a5c01380d,Mail enabled security,assigned,KCTZ70121001@kcistz.com,Windows Server AD,True,True
KCTZ7012100101.台州小学部幼儿园教学组,a22c74e6-7774-4fce-988a-4300d9a0d5a8,Mail enabled security,assigned,KCTZ7012100101@kcistz.com,Windows Server AD,True,True
KCTZ7012100102.台州小学部幼儿园保健组,bc81832e-99e8-4539-a43c-7f36a5764d5d,Mail enabled security,assigned,KCTZ7012100102@kcistz.com,Windows Server AD,True,True
KCTZ7012100103.台州小学部幼儿园行政组,e80ab358-5fa6-4396-8289-06277473431a,Mail enabled security,assigned,KCTZ7012100103@kcistz.com,Windows Server AD,True,True
